name,mobile,email,password,taluka,district,companyName
Neelam Vhatkar,8588996172,amrutfoodgrainsp@nexora.in,buy123,Mohol,Solapur,Amrut Foodgrains Pvt Ltd
Rupali Vhatkar,8893512014,rameshagriseedsc@nexora.in,buy123,Jalna,Jalna,Ramesh Agri Seeds Co.
Balasaheb Ghadge,9649960508,kalikaoilmillspv@nexora.in,buy123,Paranda,Dharashiv (Osmanabad),Kalika Oil Mills Pvt Ltd
Dilip Waghmare,8753691422,vijayagroindustr@nexora.in,buy123,Murtajapur,Akola,Vijay Agro Industries
Eknath Borate,9580603017,shivshakticashew2@nexora.in,buy123,Ratnagiri,Ratnagiri,Shivshakti Cashew Exports Pvt Ltd
Deepak Nikam,7160829321,rajlaxmicottontr2@nexora.in,buy123,Patoda,Beed,Rajlaxmi Cotton Traders
Anjali Bhandare,7748079890,saraswatianartra@nexora.in,buy123,Nagar,Ahilyanagar (Ahmednagar),Saraswati Anar Traders
Namdev Shinde,7734337344,aishwaryawinespv@nexora.in,buy123,Dindori,Nashik,Aishwarya Wines Pvt Ltd
Santosh Takawale,9432361154,purnavalleycotto4@nexora.in,buy123,Amalner,Jalgaon,Purna Valley Cotton Traders
Pravin Mane,8161105669,rajendrafisherie2@nexora.in,buy123,Mokhada,Palghar,Rajendra Fisheries Pvt Ltd
Archana Lokhande,9426630837,vitthaltextilesp@nexora.in,buy123,Badnapur,Jalna,Vitthal Textiles Pvt Ltd
Rekha Bhosale,7576231002,rushikeshcottonm@nexora.in,buy123,Deglur,Nanded,Rushikesh Cotton Mills Ltd
Manisha Powar,7195816475,rajhansricetrade@nexora.in,buy123,Amgaon,Gondia,Rajhans Rice Traders Pvt Ltd
Sarika Rane,6223522225,utkarshaturmeric@nexora.in,buy123,Bhudargad,Kolhapur,Utkarsha Turmeric Processing Co.
Rajendra Khedkar,6587683465,vaishnavifoodgra@nexora.in,buy123,Lakhani,Bhandara,Vaishnavi Foodgrains Pvt Ltd
Kavita Hande,7852045662,shivshaktifoodgr2@nexora.in,buy123,Mul,Chandrapur,Shivshakti Foodgrains Pvt Ltd
Sanjay Fadnavis,7774958952,vaishnaviricetra@nexora.in,buy123,Sakoli,Bhandara,Vaishnavi Rice Traders Pvt Ltd
Bharat Salunkhe,6229084180,digvijayagroexpo@nexora.in,buy123,Shirur,Pune,Digvijay Agro Exports Pvt Ltd
Vijay Randhawa,7560952302,uttamhaldiudyog@nexora.in,buy123,Kavathemahankal,Sangli,Uttam Haldi Udyog
Tanaji Pawar,7186047880,godavariagroindu@nexora.in,buy123,Lonar,Buldhana,Godavari Agro Industries
Snehal Kadam,7253443579,padmavatichikooe@nexora.in,buy123,Dahanu,Palghar,Padmavati Chikoo Exports
Shivaji Kulkarni,6676631262,mangalmurtigulud@nexora.in,buy123,Bhudargad,Kolhapur,Mangalmurti Gul Udyog
Chandrakant Wagh,6146299132,nilkanthoniontra2@nexora.in,buy123,Dhule,Dhule,Nilkanth Onion Traders
Kiran Kale,7720751738,yashwantcottonmi2@nexora.in,buy123,Shirpur,Dhule,Yashwant Cotton Mills Ltd
Eknath Vhatkar,9363696379,mulamuthagrainsm2@nexora.in,buy123,Dhule,Dhule,Mula-Mutha Grains & Maize Traders
Bapurao Thorat,8019326396,pragatifruittrad2@nexora.in,buy123,Palghar,Palghar,Pragati Fruit Traders Pvt Ltd
Suresh Bhagat,9839461384,mahindraoilmills@nexora.in,buy123,Mehkar,Buldhana,Mahindra Oil Mills Pvt Ltd
Chandrakant Chougule,9001209692,karhacottontrade2@nexora.in,buy123,Bhokardan,Jalna,Karha Cotton Traders
Neelam Mahajan,7170026672,saraswatiagroexp@nexora.in,buy123,Shahapur,Thane,Saraswati Agro Exports Pvt Ltd
Milind Wagh,6791138404,santtukarampulse@nexora.in,buy123,Jalkot,Latur,Sant Tukaram Pulses Traders Pvt Ltd
Ramesh Ghadge,9173674536,purnavalleysunfl@nexora.in,buy123,Ambajogai,Beed,Purna Valley Sunflower Traders
Santosh Mane,6390840183,adarshalphonsoex@nexora.in,buy123,Sangameshwar,Ratnagiri,Adarsh Alphonso Exports
Sunita Damle,6560440509,shrishtifoodsexp@nexora.in,buy123,Malad,Mumbai Suburban,Shrishti Foods & Exports Pvt Ltd
Gopal Chougule,6095542784,pavanafoodsexpor@nexora.in,buy123,Parel,Mumbai City,Pavana Foods & Exports Pvt Ltd
Nanda Nalawade,9536920926,mahindraspicetra@nexora.in,buy123,Chandgad,Kolhapur,Mahindra Spice Traders
Rajendra Jadhav,7925074694,krishnavalleyric@nexora.in,buy123,Bhamragad,Gadchiroli,Krishna Valley Rice Mills
Manisha Powar,8657346831,rajhansforestpro2@nexora.in,buy123,Mulchera,Gadchiroli,Rajhans Forest Produce Traders
Manisha Thorat,6510430438,indrayanioilmill@nexora.in,buy123,Tiosa,Amravati,Indrayani Oil Mills Pvt Ltd
Ganesh Lokhande,9745880569,jankalyancottont@nexora.in,buy123,Kalamb,Yavatmal,Jankalyan Cotton Traders
Madhuri Jadhav,8720423998,girnarsugarmills@nexora.in,buy123,Umarga,Dharashiv (Osmanabad),Girnar Sugar Mills Ltd
Sunita Holkar,6202420956,ganrajcottonmill2@nexora.in,buy123,Sakri,Dhule,Ganraj Cotton Mills Ltd
Madhuri Joshi,9979428199,rajlaxmioilmills@nexora.in,buy123,Ardhapur,Nanded,Rajlaxmi Oil Mills Pvt Ltd
Ajit Deshmukh,8612727954,ekviraagroexport@nexora.in,buy123,Mulshi,Pune,Ekvira Agro Exports Pvt Ltd
Anand Nalawade,7850822231,nirasoyaprocesso@nexora.in,buy123,Renapur,Latur,Nira Soya Processors
Balasaheb Chavan,8228378233,priyaoilmillspvt@nexora.in,buy123,Jintur,Parbhani,Priya Oil Mills Pvt Ltd
Bharat Gadhave,8100387645,chandraricemills2@nexora.in,buy123,Vasai,Palghar,Chandra Rice Mills
Jyoti Jadhav,9805318078,waranacottonginn@nexora.in,buy123,Arvi,Wardha,Warana Cotton Ginning & Pressing
Santosh Jagtap,6610974971,tuljabhavanibana@nexora.in,buy123,Muktainagar,Jalgaon,Tulja Bhavani Banana Exports
Dattatray Chougule,8301101938,balajisugarspvtl@nexora.in,buy123,Ambegaon,Pune,Balaji Sugars Pvt Ltd
Amol Takawale,8712577954,malharoilmillspv@nexora.in,buy123,Arni,Yavatmal,Malhar Oil Mills Pvt Ltd
Jyoti Powar,8518172380,sureshsugarspvtl@nexora.in,buy123,Purandhar,Pune,Suresh Sugars Pvt Ltd
Kalpana Deshpande,7568673021,sinnaragroindust2@nexora.in,buy123,Jalkot,Latur,Sinnar Agro Industries
Raghunath Sathe,9687682335,tapicooperatives@nexora.in,buy123,Shahuwadi,Kolhapur,Tapi Cooperative Sugar Karkhana
Tanaji Wagh,6617320368,rajlaxmispicetra@nexora.in,buy123,Hingoli,Hingoli,Rajlaxmi Spice Traders
Anjali Damle,6955006433,sundarbangrainsm@nexora.in,buy123,Shahada,Nandurbar,Sundarban Grains & Maize Traders
Rekha Ghadge,8311436700,yashwantcottontr@nexora.in,buy123,Lonar,Buldhana,Yashwant Cotton Traders
Eknath Mahajan,8992137865,nutanorangeproce2@nexora.in,buy123,Hinganghat,Wardha,Nutan Orange Processing Co.
Vasant Khedkar,9402959621,balajisweetsfood@nexora.in,buy123,Khuldabad,Chhatrapati Sambhajinagar (Aurangabad),Balaji Sweets & Foods Pvt Ltd
Ganesh Thorat,7359019411,jaibhavaniagrofo@nexora.in,buy123,Shirpur,Dhule,Jai Bhavani Agro Foods Pvt Ltd
Anjali Kulkarni,8502796944,lokmangalricemil@nexora.in,buy123,Goregaon,Gondia,Lokmangal Rice Mills
Anand Gawali,6857153314,yashwantspicetra@nexora.in,buy123,Jintur,Parbhani,Yashwant Spice Traders
Vinod Chavan,7006202125,kalikawinespvtlt@nexora.in,buy123,Tasgaon,Sangli,Kalika Wines Pvt Ltd
Umesh Chougule,8469006973,sahyadriagroindu@nexora.in,buy123,Kandhar,Nanded,Sahyadri Agro Industries
Prashant Hande,8140315935,indrayanisugarsp@nexora.in,buy123,Madha,Solapur,Indrayani Sugars Pvt Ltd
Shankar Joshi,7701131600,sahakargrainsmai@nexora.in,buy123,Akkalkuwa,Nandurbar,Sahakar Grains & Maize Traders
Santosh Kadam,9640417088,omagroindustries@nexora.in,buy123,Manora,Washim,Om Agro Industries
Anand Ghadge,6230213929,vishwasagroexpor@nexora.in,buy123,Murbad,Thane,Vishwas Agro Exports Pvt Ltd
Shrikant Mahajan,9846493665,saraswatigrainsm@nexora.in,buy123,Shirpur,Dhule,Saraswati Grains & Maize Traders
Tanaji Vhatkar,6102392979,ganrajtextilespv@nexora.in,buy123,Bhatkuli,Amravati,Ganraj Textiles Pvt Ltd
Shrikant Bhandare,8993426578,manassoybeantrad@nexora.in,buy123,Akola,Akola,Manas Soybean Traders
Shivaji Kale,6579091326,aishwaryaricemil@nexora.in,buy123,Ulhasnagar,Thane,Aishwarya Rice Mills
Kiran Deshmukh,7262134050,suryaoilmillspvt@nexora.in,buy123,Ahmedpur,Latur,Surya Oil Mills Pvt Ltd
Vasant Thorat,7880951923,rajendrapapayaex2@nexora.in,buy123,Nandurbar,Nandurbar,Rajendra Papaya Exports
Mahendra Patil,8723724632,vaibhavtextilesp3@nexora.in,buy123,Deoli,Wardha,Vaibhav Textiles Pvt Ltd
Rajendra Zaware,8305783933,panchgangaforest2@nexora.in,buy123,Warora,Chandrapur,Panchganga Forest Produce Traders
Snehal Shelke,7318165965,saicottontraders2@nexora.in,buy123,Dhadgaon,Nandurbar,Sai Cotton Traders
Balasaheb Fadnavis,8024878614,vijaydurgfoodgra@nexora.in,buy123,Madha,Solapur,Vijaydurg Foodgrains Pvt Ltd
Milind Deshpande,8720844251,mahindrabetelnut2@nexora.in,buy123,Tala,Raigad,Mahindra Betelnut Exports
Shivaji Solanke,8094652447,sarthicooperativ@nexora.in,buy123,Solapur South,Solapur,Sarthi Cooperative Sugar Karkhana
Ramesh Holkar,8043018914,panchgangacotton@nexora.in,buy123,Mantha,Jalna,Panchganga Cotton Ginning & Pressing
Shrikant Yadav,8868604436,saiagriseedsco@nexora.in,buy123,Gangapur,Chhatrapati Sambhajinagar (Aurangabad),Sai Agri Seeds Co.
Deepak Patil,7268636465,suryaoilmillspvt2@nexora.in,buy123,Malegaon,Washim,Surya Oil Mills Pvt Ltd
Eknath Mane,6007729111,laxmifoodgrainsp@nexora.in,buy123,Jawhar,Palghar,Laxmi Foodgrains Pvt Ltd
Shankar Shinde,7587039305,padmavatiguludyo@nexora.in,buy123,Chandgad,Kolhapur,Padmavati Gul Udyog
Hanumant Mane,7527104996,vijaycottontrade@nexora.in,buy123,Aundha Nagnath,Hingoli,Vijay Cotton Traders
Vinod Takawale,8054306488,purnavalleyhaldi@nexora.in,buy123,Basmath,Hingoli,Purna Valley Haldi Udyog
Namdev Lokhande,7214692482,indrayanisoyapro@nexora.in,buy123,Jalgaon Jamod,Buldhana,Indrayani Soya Processors
Umesh Kulkarni,9564804457,vijayorangeproce@nexora.in,buy123,Nandgaon Khandeshwar,Amravati,Vijay Orange Processing Co.
Mangesh Waghmare,6918634939,bhagwansoyaproce2@nexora.in,buy123,Deoni,Latur,Bhagwan Soya Processors
Jyoti Gaikwad,9169508110,sinnarseedspvtlt@nexora.in,buy123,Vaijapur,Chhatrapati Sambhajinagar (Aurangabad),Sinnar Seeds Pvt Ltd
Deepak Takawale,7409978371,ashirwadricemill@nexora.in,buy123,Bhandara,Bhandara,Ashirwad Rice Mills
Shobha Ghadge,7810803427,saipomegranateex@nexora.in,buy123,Rahuri,Ahilyanagar (Ahmednagar),Sai Pomegranate Exports
Ajit Ubale,8176669401,niracottontrader@nexora.in,buy123,Basmath,Hingoli,Nira Cotton Traders
Madhuri Gawali,7225840621,shreecottontrade2@nexora.in,buy123,Purna,Parbhani,Shree Cotton Traders
Vijay Vhatkar,7983996634,sureshricemills@nexora.in,buy123,Ulhasnagar,Thane,Suresh Rice Mills
Bharat Sathe,8530666121,vinayakagriseeds@nexora.in,buy123,Kannad,Chhatrapati Sambhajinagar (Aurangabad),Vinayak Agri Seeds Co.
Hanumant Sathe,9680785916,santtukaramagrof@nexora.in,buy123,Shirpur,Dhule,Sant Tukaram Agro Foods Pvt Ltd
Snehal Chavan,6521494679,rushikeshricemil@nexora.in,buy123,Sudhagad-Pali,Raigad,Rushikesh Rice Mills
Eknath Deshpande,7211189612,ashirwadfreshveg@nexora.in,buy123,Khatav,Satara,Ashirwad Fresh Vegetable Traders
Shrikant Vhatkar,9076924592,vishwascitrusexp@nexora.in,buy123,Hingna,Nagpur,Vishwas Citrus Exports Pvt Ltd
Rahul Rane,7040813676,vaibhavtenduleav@nexora.in,buy123,Etapalli,Gadchiroli,Vaibhav Tendu Leaves Co.
Pravin Bhagat,8902862668,pravaraalphonsoe@nexora.in,buy123,Jawhar,Palghar,Pravara Alphonso Exports
Archana Dhumal,7686389892,krishnacottongin@nexora.in,buy123,Ashti,Beed,Krishna Cotton Ginning & Pressing
Nitin Zaware,8010168992,someshwarchikooe@nexora.in,buy123,Jawhar,Palghar,Someshwar Chikoo Exports
Anand Gaikwad,9115622310,ektaseafoodexpor@nexora.in,buy123,Jawhar,Palghar,Ekta Seafood Exports Co.
Vasant Shelke,9566135964,samratsoyaproces@nexora.in,buy123,Osmanabad,Dharashiv (Osmanabad),Samrat Soya Processors
Swati Bhosale,8832489284,vijaydurgsoyapro@nexora.in,buy123,Mehkar,Buldhana,Vijaydurg Soya Processors
Rahul Shelke,8780890337,saihaldiudyog@nexora.in,buy123,Karanja,Washim,Sai Haldi Udyog
Anand Ghadge,9167017263,marathasugarmill2@nexora.in,buy123,Wadwani,Beed,Maratha Sugar Mills Ltd
Rajesh Bhosale,7453088571,vaibhavvineyards@nexora.in,buy123,Nandgaon,Nashik,Vaibhav Vineyards & Wines Pvt Ltd
Rajesh Bhagat,7134668243,sundarbancottonm@nexora.in,buy123,Partur,Jalna,Sundarban Cotton Mills Ltd
Ravindra Joshi,8607317559,lokmangalcashewp@nexora.in,buy123,Lanja,Ratnagiri,Lokmangal Cashew Processors
Anita Patil,8666703422,godavarivalleytu3@nexora.in,buy123,Kadegaon,Sangli,Godavari Valley Turmeric Processing Co.
Eknath Joshi,7007992237,rajmatapomegrana@nexora.in,buy123,Rahuri,Ahilyanagar (Ahmednagar),Rajmata Pomegranate Exports
Amol Holkar,9313119980,purnavalleysugar@nexora.in,buy123,Hatkanangale,Kolhapur,Purna Valley Sugar Factory
Swati Holkar,9640302177,nilkanthcottongi@nexora.in,buy123,Sindkheda,Dhule,Nilkanth Cotton Ginning & Pressing
Ajit Pawar,9267185395,ashirwadricetrad2@nexora.in,buy123,Shrivardhan,Raigad,Ashirwad Rice Traders Pvt Ltd
Sachin Sathe,7160569198,girnaragroindust@nexora.in,buy123,Akola,Akola,Girnar Agro Industries
Bapurao Holkar,6775001867,shrishtisugarfac@nexora.in,buy123,Lohara,Dharashiv (Osmanabad),Shrishti Sugar Factory
Kiran Fadnavis,9993802279,shreeramfoodgrai2@nexora.in,buy123,Amgaon,Gondia,Shreeram Foodgrains Pvt Ltd
Gopal Bhagat,8035338869,malharfoodgrains@nexora.in,buy123,Salekasa,Gondia,Malhar Foodgrains Pvt Ltd
Gopal Hande,9528134221,mahindraguludyog@nexora.in,buy123,Karvir,Kolhapur,Mahindra Gul Udyog
Mahendra Jadhav,9263729859,kalikatextilespv@nexora.in,buy123,Mehkar,Buldhana,Kalika Textiles Pvt Ltd
Vijay Gawali,9032118657,tarangancottonmi@nexora.in,buy123,Sakri,Dhule,Tarangan Cotton Mills Ltd
Pravin Nikam,9831837904,anjalipomegranat@nexora.in,buy123,Karjat,Ahilyanagar (Ahmednagar),Anjali Pomegranate Exports
Ravindra Deshpande,8137103642,purnavalleycotto2@nexora.in,buy123,Seloo,Wardha,Purna Valley Cotton Traders
Sunita Deshpande,7243531681,bhagwancottongin@nexora.in,buy123,Talode,Nandurbar,Bhagwan Cotton Ginning & Pressing
Shrikant Randhawa,8137907748,mulaalphonsoexpo@nexora.in,buy123,Sudhagad-Pali,Raigad,Mula Alphonso Exports
Swati Patil,9149170247,prithvirajhapuse@nexora.in,buy123,Rajapur,Ratnagiri,Prithviraj Hapus Exports Pvt Ltd
Manisha Deshpande,8762692457,krantiturmericpr@nexora.in,buy123,Karanja,Washim,Kranti Turmeric Processing Co.
Ramesh Takawale,9825667517,samratseafoodexp2@nexora.in,buy123,Sawantwadi,Sindhudurg,Samrat Seafood Exports Co.
Sachin Rathod,6379072797,balajiagriseedsc@nexora.in,buy123,Gangapur,Chhatrapati Sambhajinagar (Aurangabad),Balaji Agri Seeds Co.
Raghunath Suryawanshi,6887932598,niraagroindustri@nexora.in,buy123,Sonpeth,Parbhani,Nira Agro Industries
Ashok Rathod,6952354204,rajhanstenduleav@nexora.in,buy123,Aheri,Gadchiroli,Rajhans Tendu Leaves Co.
Nitin Rathod,7424810903,kisantextilespvt@nexora.in,buy123,Mehkar,Buldhana,Kisan Textiles Pvt Ltd
Prakash Chavan,6779855816,godavarivalleyfr@nexora.in,buy123,Chopda,Jalgaon,Godavari Valley Fruit Traders Pvt Ltd
Umesh Holkar,8137115889,utkarshacooperat@nexora.in,buy123,Umarga,Dharashiv (Osmanabad),Utkarsha Cooperative Sugar Karkhana
Amol Sable,6109281590,rajmatafisheries@nexora.in,buy123,Rajapur,Ratnagiri,Rajmata Fisheries Pvt Ltd
Manohar Bhagat,8109589187,shrishtisantratr@nexora.in,buy123,Chikhaldara,Amravati,Shrishti Santra Traders
Milind Yadav,7625318041,kundacottonmills@nexora.in,buy123,Sindkheda,Dhule,Kunda Cotton Mills Ltd
Manohar Dhumal,8180168326,bhogawatiagrisee@nexora.in,buy123,Partur,Jalna,Bhogawati Agri Seeds Co.
Suresh Gadhave,6351917037,jaibhavanihaldiu@nexora.in,buy123,Sengaon,Hingoli,Jai Bhavani Haldi Udyog
Kalpana Kulkarni,6710490549,bhagwanmangotrad@nexora.in,buy123,Vaibhavwadi,Sindhudurg,Bhagwan Mango Traders
Nanda Bhandare,8596443757,ashokatextilespv@nexora.in,buy123,Risod,Washim,Ashoka Textiles Pvt Ltd
Chandrakant Mane,6641003790,ganeshtextilespv2@nexora.in,buy123,Chikhaldara,Amravati,Ganesh Textiles Pvt Ltd
Sachin Zaware,6011591970,sinnarcottontrad@nexora.in,buy123,Amravati,Amravati,Sinnar Cotton Traders
Snehal Ghorpade,6103979934,ashirwadcottontr@nexora.in,buy123,Karanja,Wardha,Ashirwad Cotton Traders
Sunil Chougule,6987801939,mulatextilespvtl2@nexora.in,buy123,Telhara,Akola,Mula Textiles Pvt Ltd
Suresh Bhagat,7117729752,bhairavnathsitap@nexora.in,buy123,Majalgaon,Beed,Bhairavnath Sitaphal Traders
Anjali Mane,7462013683,shrishtiagroexpo@nexora.in,buy123,Murbad,Thane,Shrishti Agro Exports Pvt Ltd
Sachin Yadav,9909165499,santtukaramonion@nexora.in,buy123,Baramati,Pune,Sant Tukaram Onion Traders
Mangesh Bhosale,9987422783,navnathcooperati2@nexora.in,buy123,Koregaon,Satara,Navnath Cooperative Sugar Karkhana
Amol Holkar,9130205149,jagdambacottongi@nexora.in,buy123,Seloo,Wardha,Jagdamba Cotton Ginning & Pressing
Ashok Jadhav,6833966865,niraforestproduc@nexora.in,buy123,Etapalli,Gadchiroli,Nira Forest Produce Traders
Kavita Hande,7920687855,bhogawatitextile2@nexora.in,buy123,Warora,Chandrapur,Bhogawati Textiles Pvt Ltd
Shivaji Fadnavis,9707004270,mulajaggerytrade@nexora.in,buy123,Hatkanangale,Kolhapur,Mula Jaggery Traders
Sanjay Hande,8721532721,saraswaticottong3@nexora.in,buy123,Karanja,Washim,Saraswati Cotton Ginning & Pressing
Milind Vhatkar,8066558237,ghodtextilespvtl@nexora.in,buy123,Shahada,Nandurbar,Ghod Textiles Pvt Ltd
Nanda Suryawanshi,8160956613,shreeramagroindu@nexora.in,buy123,Bhokar,Nanded,Shreeram Agro Industries
Vijay Dhumal,7662302512,sahakarmangotrad@nexora.in,buy123,Kankavli,Sindhudurg,Sahakar Mango Traders
Gopichand Pawar,6166359478,yashwantagroindu@nexora.in,buy123,Mahur,Nanded,Yashwant Agro Industries
Gopal Kulkarni,9993560442,kaverichikooexpo@nexora.in,buy123,Jawhar,Palghar,Kaveri Chikoo Exports
Pooja Thorat,9465204500,bhogawatiagroind@nexora.in,buy123,Latur,Latur,Bhogawati Agro Industries
Rekha Mane,7492422151,chandrasugarspvt@nexora.in,buy123,Nevasa,Ahilyanagar (Ahmednagar),Chandra Sugars Pvt Ltd
Shrikant Pawar,9853545434,shrishtisoyaproc@nexora.in,buy123,Udgir,Latur,Shrishti Soya Processors
Rajendra Gaikwad,8053344903,sureshfoodgrains@nexora.in,buy123,Sangole,Solapur,Suresh Foodgrains Pvt Ltd
Rekha Hande,9434684142,anjalianartrader@nexora.in,buy123,Rahuri,Ahilyanagar (Ahmednagar),Anjali Anar Traders
Rahul Bhosale,7670083330,prithvirajsugarm@nexora.in,buy123,Purandhar,Pune,Prithviraj Sugar Mills Ltd
Raghunath Sable,6862646081,laxmiturmericpro@nexora.in,buy123,Aundha Nagnath,Hingoli,Laxmi Turmeric Processing Co.
Amol Shinde,8038928285,mangalmurtisantr@nexora.in,buy123,Savner,Nagpur,Mangalmurti Santra Traders
Anita Takawale,8325792213,ganeshstrawberry@nexora.in,buy123,Jaoli,Satara,Ganesh Strawberry Jam Ltd
Ashok Gawali,6180146045,sinhagadfoodgrai@nexora.in,buy123,Bramhapuri,Chandrapur,Sinhagad Foodgrains Pvt Ltd
Anjali Jadhav,7654668673,mahindrastrawber@nexora.in,buy123,Jaoli,Satara,Mahindra Strawberry Jam Ltd
Kalpana Mane,7354448705,bhagwantextilesp@nexora.in,buy123,Nandurbar,Nandurbar,Bhagwan Textiles Pvt Ltd
Meera Shelke,9935782223,vitthalsoybeantr4@nexora.in,buy123,Osmanabad,Dharashiv (Osmanabad),Vitthal Soybean Traders
Gopichand Kale,7542706316,utkarshatextiles@nexora.in,buy123,Patur,Akola,Utkarsha Textiles Pvt Ltd
Jyoti Khedkar,8196937961,digvijayagrotrad@nexora.in,buy123,Dadar,Mumbai City,Digvijay Agro Trading Co.
Meera Shelke,8620082726,shreeramfoodgrai@nexora.in,buy123,Salekasa,Gondia,Shreeram Foodgrains Pvt Ltd
Anita Hande,6571215858,annapurnagrainsm@nexora.in,buy123,Shirpur,Dhule,Annapurna Grains & Maize Traders
Gopichand Rane,6331725965,rajendrafisherie@nexora.in,buy123,Mandangad,Ratnagiri,Rajendra Fisheries Pvt Ltd
Vishal Yadav,7653705656,kalikafreshgrape@nexora.in,buy123,Igatpuri,Nashik,Kalika Fresh Grapes Exports
Nanda Mane,9000949480,tapiricemills@nexora.in,buy123,Lakhani,Bhandara,Tapi Rice Mills
Balasaheb Shelke,6939601711,navnathcottongin2@nexora.in,buy123,Mahur,Nanded,Navnath Cotton Ginning & Pressing
Anita Ubale,6091946197,malharricemills@nexora.in,buy123,Dhanora,Gadchiroli,Malhar Rice Mills
Namdev Damle,8314134264,waingangaricetra@nexora.in,buy123,Warora,Chandrapur,Wainganga Rice Traders Pvt Ltd
Vandana Gadhave,7437767077,vaibhavhapusexpo@nexora.in,buy123,Roha,Raigad,Vaibhav Hapus Exports Pvt Ltd
Gopal Holkar,6140618836,karhasoyaprocess@nexora.in,buy123,Latur,Latur,Karha Soya Processors
Dattatray Borate,7409824965,sahakartextilesp@nexora.in,buy123,Sakri,Dhule,Sahakar Textiles Pvt Ltd
Gopal Deshmukh,7222507890,shreeramricemill@nexora.in,buy123,Warora,Chandrapur,Shreeram Rice Mills
Madhuri Powar,8957382539,jaibhavanimangot@nexora.in,buy123,Guhagar,Ratnagiri,Jai Bhavani Mango Traders
Anita Rane,6603478693,girnartextilespv2@nexora.in,buy123,Gondpimpri,Chandrapur,Girnar Textiles Pvt Ltd
Kavita Sable,6142411904,swarajsugarfacto@nexora.in,buy123,Hatkanangale,Kolhapur,Swaraj Sugar Factory
Shobha Shelke,9512981495,jagdambacottontr@nexora.in,buy123,Pathri,Parbhani,Jagdamba Cotton Traders
Vijay Kadam,8966524915,kalikasoybeantra@nexora.in,buy123,Murtajapur,Akola,Kalika Soybean Traders
Bharat More,8469474190,khandobasugarmil@nexora.in,buy123,Kopargaon,Ahilyanagar (Ahmednagar),Khandoba Sugar Mills Ltd
Hanumant Dhumal,9137015046,vijaycottonginni2@nexora.in,buy123,Babhulgaon,Yavatmal,Vijay Cotton Ginning & Pressing
Madhuri Thorat,8931624318,bhairavnathcoope@nexora.in,buy123,Sangamner,Ahilyanagar (Ahmednagar),Bhairavnath Cooperative Sugar Karkhana
Yogesh Jadhav,6495893454,samruddhiricetra@nexora.in,buy123,Kalyan,Thane,Samruddhi Rice Traders Pvt Ltd
Dattatray Zaware,6769863470,swarajagroindust@nexora.in,buy123,Anjangaon-Surji,Amravati,Swaraj Agro Industries
Shankar Mane,7649916774,padmavatiricemil@nexora.in,buy123,Arjuni-Morgaon,Gondia,Padmavati Rice Mills
Amol Hande,7258337850,mahindrapulsestr@nexora.in,buy123,Shirur Anantpal,Latur,Mahindra Pulses Traders Pvt Ltd
Deepak Gawali,7512446913,manastextilespvt@nexora.in,buy123,Mangrulpir,Washim,Manas Textiles Pvt Ltd
Kiran Mane,7638927232,omsoybeantraders@nexora.in,buy123,Lohara,Dharashiv (Osmanabad),Om Soybean Traders
Kalpana Borate,7478337249,pragatiricemills3@nexora.in,buy123,Ballarpur,Chandrapur,Pragati Rice Mills
Madhuri Jagtap,9305767852,ganrajsoybeantra@nexora.in,buy123,Naigaon,Nanded,Ganraj Soybean Traders
Ganesh Joshi,7436798345,ajinkyahapusexpo2@nexora.in,buy123,Chiplun,Ratnagiri,Ajinkya Hapus Exports Pvt Ltd
Popat Bhosale,6440913678,vijayagroexports@nexora.in,buy123,Daund,Pune,Vijay Agro Exports Pvt Ltd
Vasant Nalawade,9611500277,yashwantsantratr2@nexora.in,buy123,Dhamangaon,Amravati,Yashwant Santra Traders
Nanda Nalawade,8603908584,vijaydurgfreshve@nexora.in,buy123,Thane,Thane,Vijaydurg Fresh Vegetable Traders
Baburao Yadav,8972918484,uttamfoodgrainsp@nexora.in,buy123,Arjuni-Morgaon,Gondia,Uttam Foodgrains Pvt Ltd
Archana Chavan,6393173486,ramrajasugarfact@nexora.in,buy123,Gaganbawada,Kolhapur,Ramraja Sugar Factory
Milind Rane,6540875576,bhimacottonmills@nexora.in,buy123,Karanja,Wardha,Bhima Cotton Mills Ltd
Sunita Rathod,9862827820,godavarivalleyfo4@nexora.in,buy123,Bhamragad,Gadchiroli,Godavari Valley Foodgrains Pvt Ltd
Sarika Ghadge,8224340776,ekviraagroindust@nexora.in,buy123,Gangakhed,Parbhani,Ekvira Agro Industries
Pooja Chougule,7347295926,shreerampapayaex@nexora.in,buy123,Navapur,Nandurbar,Shreeram Papaya Exports
Shrikant Bhandare,7501016503,waingangahaldiud@nexora.in,buy123,Aundha Nagnath,Hingoli,Wainganga Haldi Udyog
Ashok Borate,7490781756,chandraricetrade@nexora.in,buy123,Kalyan,Thane,Chandra Rice Traders Pvt Ltd
Jyoti Mahajan,9285852265,pravaragrainstra2@nexora.in,buy123,Nilanga,Latur,Pravara Grains Traders
Vandana Gadhave,6887449859,yashwantricemill@nexora.in,buy123,Sadak-Arjuni,Gondia,Yashwant Rice Mills
Prashant Deshmukh,8701206815,suryacottontrade@nexora.in,buy123,Shirpur,Dhule,Surya Cotton Traders
Manisha Borate,8348337427,godavarivalleyfo@nexora.in,buy123,Borivali,Mumbai Suburban,Godavari Valley Foods & Exports Pvt Ltd
